Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2019-132;2019;Long métrage;Miss;Ruben Alves;ZAZI FILMS;12 villa riberolle, 75020 paris;75020;2019-02-04;2019-02-12;2.39692928;48.85789323;"{""coordinates"": [2.3969292847390715, 48.857893228716954], ""type"": ""Point""}";48.857893228716954, 2.3969292847390715
2019-150;2019;Série TV;Les Sauvages;Rebecca Zlotowski;CPB FILMS;12 place du panthéon, 75005 paris;75005;2019-02-27;2019-02-27;2.34488753;48.84680568;"{""coordinates"": [2.3448875263168776, 48.846805681802806], ""type"": ""Point""}";48.846805681802806, 2.3448875263168776
2019-153;2019;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;9 rue désiré ruggieri, 75018 paris;75018;2019-02-15;2019-02-17;2.33534959;48.89462304;"{""coordinates"": [2.335349589348236, 48.89462304157478], ""type"": ""Point""}";48.89462304157478, 2.335349589348236
2019-409;2019;Série TV;Plan Coeur S2;Noemie Saglio - Renaud Bertrand;MyBox Films;rue du parc de montsouris, 75014 paris;75014;2019-04-12;2019-04-12;2.33392061;48.82234629;"{""coordinates"": [2.333920614470087, 48.822346288230214], ""type"": ""Point""}";48.822346288230214, 2.333920614470087
2018-102;2018;Série TV;Il était une seconde fois;Guillaume Nicloux;Unité de Production;11 rue d'aligre, 75012 paris;75012;2018-02-06;2018-02-06;2.37825238;48.84928801;"{""coordinates"": [2.3782523845260646, 48.84928801148431], ""type"": ""Point""}";48.84928801148431, 2.3782523845260646
2018-106;2018;Téléfilm;Les Michetonneuses;Olivier Doran;JEM PRODUCTIONS;25 rue des archives, 75004 paris;75004;2018-02-05;2018-02-05;2.35568483;48.85905468;"{""coordinates"": [2.35568482532926, 48.859054681009916], ""type"": ""Point""}";48.859054681009916, 2.35568482532926
2018-110;2018;Série TV;PHILHARMONIA;LOUIS CHOQUETTE;MERLIN PRODUCTIONS;pont neuf, 75001 paris;75001;2018-03-05;2018-03-05;2.34248745;48.85849331;"{""coordinates"": [2.342487451056846, 48.85849330754624], ""type"": ""Point""}";48.85849330754624, 2.342487451056846
2018-190;2018;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;rue du faubourg saint-denis, 75010 paris;75010;2018-03-09;2018-03-11;2.3560512;48.87585783;"{""coordinates"": [2.35605119524243, 48.875857827450034], ""type"": ""Point""}";48.875857827450034, 2.35605119524243
2019-412;2019;Série TV;Plan Coeur S2;Noemie Saglio - Renaud Bertrand;MyBox Films;place eugene claudius-petit, 75014 paris;75014;2019-04-12;2019-04-12;2.33842194;48.82627558;"{""coordinates"": [2.3384219391982684, 48.82627557754829], ""type"": ""Point""}";48.82627557754829, 2.3384219391982684
2019-732;2019;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;178 rue de charenton, 75012 paris;75012;2019-06-24;2019-07-03;2.38432814;48.84394993;"{""coordinates"": [2.3843281424474836, 48.84394993180096], ""type"": ""Point""}";48.84394993180096, 2.3843281424474836
2019-733;2019;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;rue de rambouillet, 75012 paris;75012;2019-07-02;2019-07-02;2.37853287;48.84315102;"{""coordinates"": [2.378532872335931, 48.84315101445474], ""type"": ""Point""}";48.84315101445474, 2.378532872335931
2019-741;2019;Série TV;Treadstone;Alex Graves;NW2020;3 rue de l'alboni, 75016 paris;75016;2019-06-29;2019-06-29;2.28604828;48.85707666;"{""coordinates"": [2.2860482767488657, 48.85707665728408], ""type"": ""Point""}";48.85707665728408, 2.2860482767488657
2019-744;2019;Série TV;The Eddy;Damien Chazelle;atlantique productions;29 rue du département, 75018 paris;75018;2019-06-28;2019-06-28;2.36463952;48.88577284;"{""coordinates"": [2.3646395177154673, 48.885772843491175], ""type"": ""Point""}";48.885772843491175, 2.3646395177154673
2019-760;2019;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;10 rue edmond valentin, 75007 paris;75007;2019-07-16;2019-07-16;2.30173961;48.85977667;"{""coordinates"": [2.3017396080259034, 48.85977666654319], ""type"": ""Point""}";48.85977666654319, 2.3017396080259034
2017-1567;2017;Long métrage;Un homme pressé;;Albertine Productions;place georges mulot, 75015 paris;75015;2017-07-17;2017-07-17;2.30996607;48.84698001;"{""coordinates"": [2.3099660729815525, 48.84698000789973], ""type"": ""Point""}";48.84698000789973, 2.3099660729815525
2017-582;2017;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;137 rue du faubourg du temple, 75010 paris;75010;2017-10-07;2017-10-07;2.37647921;48.87196741;"{""coordinates"": [2.376479214462338, 48.8719674045674], ""type"": ""Point""}";48.8719674045674, 2.376479214462338
2017-588;2017;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;avenue de marigny, 75008 paris;75008;2017-10-03;2017-10-03;2.31476544;48.86903586;"{""coordinates"": [2.3147654442823846, 48.869035856450495], ""type"": ""Point""}";48.869035856450495, 2.3147654442823846
2017-606;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;place de la concorde, 75008 paris;75008;2017-10-13;2017-10-13;2.32053484;48.8666995;"{""coordinates"": [2.320534842202644, 48.8666994946828], ""type"": ""Point""}";48.8666994946828, 2.320534842202644
2017-483;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue gay-lussac, 75005 paris;75005;2017-10-17;2017-10-17;2.34203627;48.84432903;"{""coordinates"": [2.3420362716046244, 48.84432903239955], ""type"": ""Point""}";48.84432903239955, 2.3420362716046244
2017-486;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue de l'abbaye, 75006 paris;75006;2017-10-03;2017-10-03;2.33590147;48.85397839;"{""coordinates"": [2.33590146768939, 48.8539783860724], ""type"": ""Point""}";48.8539783860724, 2.33590146768939
2018-397;2018;Long métrage;Andy;Julien Weill;My Family;4 square d'aquitaine, 75019 paris;75019;2018-03-27;2018-03-28;2.39494977;48.88714113;"{""coordinates"": [2.3949497738418835, 48.88714112850187], ""type"": ""Point""}";48.88714112850187, 2.3949497738418835
2018-404;2018;Long métrage;PLAY;ANTHONY MARCIANO;CHAPTER 2;place ferdinand brunot, 75014 paris;75014;2018-04-05;2018-04-06;2.32732229;48.83269918;"{""coordinates"": [2.3273222908897226, 48.8326991799998], ""type"": ""Point""}";48.8326991799998, 2.3273222908897226
2018-417;2018;Série TV;PROFILAGE 88/89;Nadège Loiseau et Julien Colonna;BEAUBOURG AUDIOVISUEL;quai de la marne, 75019 paris;75019;2018-04-14;2018-04-14;2.38307699;48.88989684;"{""coordinates"": [2.383076987550223, 48.889896835016714], ""type"": ""Point""}";48.889896835016714, 2.383076987550223
2018-426;2018;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;13 rue des barres, 75004 paris;75004;2018-04-02;2018-04-02;2.35526097;48.85541058;"{""coordinates"": [2.3552609683314265, 48.8554105777314], ""type"": ""Point""}";48.8554105777314, 2.3552609683314265
2019-1726;2019;Série TV;LA FUGUE;XAVIER DURRINGER;RAMONA PRODUCTIONS;avenue de nogent, 75012 paris;75012;2019-12-10;2019-12-10;2.45035533;48.84157823;"{""coordinates"": [2.4503553258605506, 48.84157822553438], ""type"": ""Point""}";48.84157822553438, 2.4503553258605506
2019-1729;2019;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;32 rue dareau, 75014 paris;75014;2019-12-11;2019-12-11;2.3363982;48.83086633;"{""coordinates"": [2.3363981955642017, 48.83086633314112], ""type"": ""Point""}";48.83086633314112, 2.3363981955642017
2018-1224;2018;Long métrage;Voir le jour;Stanley WOODWARD;LES FILMS DE LA NUIT;avenue de choisy, 75013 paris;75013;2018-10-18;2018-10-18;2.3583953;48.82811151;"{""coordinates"": [2.3583953009465852, 48.828111508466826], ""type"": ""Point""}";48.828111508466826, 2.3583953009465852
2018-1232;2018;Série Web;SKAM SAISON 3 ET 4 SEMAINE 3 SUR 8;DAVID HOURREGUE;GETEVE PRODUCTIONS;268 rue du faubourg saint-antoine, 75012 paris;75012;2018-10-16;2018-10-17;2.39275151;48.848565;"{""coordinates"": [2.392751511187327, 48.848564995525024], ""type"": ""Point""}";48.848564995525024, 2.392751511187327
2017-360;2017;Série Web;MIAMI VINE;Clément Pillet et Julien Arnardi;CITIZEN PRODUCTIONS;rue de vienne, 75008 paris;75008;2017-09-11;2017-09-11;2.32177633;48.87699358;"{""coordinates"": [2.321776327016856, 48.87699357523477], ""type"": ""Point""}";48.87699357523477, 2.321776327016856
2017-83;2017;Série TV;CHRONIQUES PARISIENNES 7;ZABOU BREITMAN;LES FILMS DU KIOSQUE;4 rue du faubourg poissonnière, 75010 paris;75010;2017-03-02;2017-03-02;2.34798992;48.87105309;"{""coordinates"": [2.347989919368207, 48.87105308802619], ""type"": ""Point""}";48.87105308802619, 2.347989919368207
2017-86;2017;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;164 avenue jean jaurès, 75019 paris;75019;2017-03-21;2017-03-21;2.38829914;48.88736138;"{""coordinates"": [2.3882991353716636, 48.8873613774076], ""type"": ""Point""}";48.8873613774076, 2.3882991353716636
2017-829;2017;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;107 rue jeanne d'arc, 75013 paris;75013;2017-10-31;2017-10-31;2.3625281;48.83404575;"{""coordinates"": [2.3625281041208614, 48.83404574877946], ""type"": ""Point""}";48.83404574877946, 2.3625281041208614
2017-833;2017;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;10 rue papillon, 75009 paris;75009;2017-10-25;2017-10-26;2.34738987;48.87620042;"{""coordinates"": [2.347389866030748, 48.87620041536061], ""type"": ""Point""}";48.87620041536061, 2.347389866030748
2017-845;2017;Série Web;Let's have phone;Sophie Levy;All so;place edmond michelet, 75004 paris;75004;2017-11-06;2017-11-06;2.35005529;48.86004851;"{""coordinates"": [2.350055292073608, 48.86004850660683], ""type"": ""Point""}";48.86004850660683, 2.350055292073608
2018-435;2018;Série TV;ALICE NEVERS;VINCENT GIOVANNI;EGO PRoductions;6 passage de ménilmontant, 75011 paris;75011;2018-04-06;2018-04-07;2.38209666;48.86483663;"{""coordinates"": [2.382096660165509, 48.86483662806313], ""type"": ""Point""}";48.86483662806313, 2.382096660165509
2018-437;2018;Série TV;Vernon Subutex;;TETRA MEDIA FICTION;96 rue jean-pierre timbaud, 75011 paris;75011;2018-04-04;2018-04-04;2.37800149;48.86776949;"{""coordinates"": [2.378001494324101, 48.8677694893186], ""type"": ""Point""}";48.8677694893186, 2.378001494324101
2018-445;2018;Série TV;DIX POUR CENT - SAISON 3;;MON VOISIN PRODUCTION;avenue des champs elysées, 75008 paris;75008;2018-04-05;2018-04-06;2.30528845;48.87053329;"{""coordinates"": [2.305288451489717, 48.87053328800333], ""type"": ""Point""}";48.87053328800333, 2.305288451489717
2018-139;2018;Long métrage;CELLE QUE VOUS CROYEZ;SAFY NEBBOU;DIAPHANA FILMS;4 place jussieu, 75005 paris;75005;2018-02-28;2018-03-06;2.3550406;48.84634649;"{""coordinates"": [2.355040603368509, 48.84634648555156], ""type"": ""Point""}";48.84634648555156, 2.355040603368509
2018-145;2018;Long métrage;PLAY;Anthony Marciano;Chapter 2;1 rue botzaris, 75019 paris;75019;2018-02-12;2018-02-12;2.38101742;48.87647305;"{""coordinates"": [2.3810174201339076, 48.87647305121453], ""type"": ""Point""}";48.87647305121453, 2.3810174201339076
2018-335;2018;Série Web;Manuel D'Escroqueries Franco-Chinoise;Cong Li;Escargot Productions;5 rue louis boilly, 75016 paris;75016;2018-03-28;2018-04-04;2.26683189;48.85915131;"{""coordinates"": [2.266831892417547, 48.8591513080551], ""type"": ""Point""}";48.8591513080551, 2.266831892417547
2017-1143;2017;Long métrage;GARDE ALTERNEE;ALEXANDRA LECLERE;PAN EUROPEENNE;23 rue chappe, 75018 paris;75018;2017-05-10;2017-05-10;2.34185228;48.88528072;"{""coordinates"": [2.3418522776932207, 48.88528071444912], ""type"": ""Point""}";48.88528071444912, 2.3418522776932207
2017-1224;2017;Série TV;Clem;Elsa Bennett Hippolyte Dard;MERLIN PRODUCTIONS;route de ceinture du lac daumesnil, 75012 paris;75012;2017-06-21;2017-06-21;2.4114033;48.82956708;"{""coordinates"": [2.411403298828731, 48.829567080357045], ""type"": ""Point""}";48.829567080357045, 2.411403298828731
2017-100;2017;Téléfilm;Honneur d'une femme;Masaki NISHIURA;Abeille Films;rue de la manutention, 75116 paris;75116;2017-03-16;2017-03-16;2.29626014;48.86345165;"{""coordinates"": [2.2962601375954854, 48.86345164607684], ""type"": ""Point""}";48.86345164607684, 2.2962601375954854
2017-103;2017;Téléfilm;Honneur d'une femme;Masaki NISHIURA;Abeille Films;rue saint-etienne du mont, 75005 paris;75005;2017-03-15;2017-03-15;2.34866814;48.84663934;"{""coordinates"": [2.348668141954, 48.84663933804936], ""type"": ""Point""}";48.84663933804936, 2.348668141954
2017-191;2017;Long métrage;BIG BANG;CECILIA ROUAUD;FIRELIGHT;rue du buis, 75016 paris;75016;2017-03-27;2017-03-28;2.26779895;48.84720526;"{""coordinates"": [2.2677989511385825, 48.847205261242806], ""type"": ""Point""}";48.847205261242806, 2.2677989511385825
2017-866;2017;Long métrage;Le Suicide d'Emma Peeters;Nicole Palo;TAKE FIVE sprl;6 rue de la fontaine du but, 75018 paris;75018;2017-11-14;2017-11-14;2.33899827;48.89013955;"{""coordinates"": [2.338998268111001, 48.89013955187395], ""type"": ""Point""}";48.89013955187395, 2.338998268111001
2018-348;2018;Long métrage;ALEXANDRE;François Ozon;MANDARIN PRODUCTION;17 rue des barres, 75004 paris;75004;2018-03-26;2018-03-26;2.35549257;48.85565287;"{""coordinates"": [2.3554925672284632, 48.85565286964323], ""type"": ""Point""}";48.85565286964323, 2.3554925672284632
2017-1234;2017;Téléfilm;Mystère Place Vendôme, Partie 2;Renaud Bertrand;THALIE IMAGES;place vendôme, 75001 paris;75001;2017-06-05;2017-06-05;2.3292215;48.86726685;"{""coordinates"": [2.329221504428915, 48.86726684964195], ""type"": ""Point""}";48.86726684964195, 2.329221504428915
2017-1250;2017;Série TV;Clem;Elsa Bennett Hippolyte Dard;MERLIN PRODUCTIONS;place nathalie lemel, 75003 paris;75003;2017-06-13;2017-06-13;2.36302888;48.86486775;"{""coordinates"": [2.363028882002162, 48.86486775258235], ""type"": ""Point""}";48.86486775258235, 2.363028882002162
2017-211;2017;Long métrage;DANS LA BRUME;Daniel Roby;ADNP SAS QUAD;15 rue guy de la brosse, 75005 paris;75005;2017-03-28;2017-03-28;2.35506005;48.84484267;"{""coordinates"": [2.3550600450540338, 48.844842671912865], ""type"": ""Point""}";48.844842671912865, 2.3550600450540338
2017-769;2017;Série Web;ecole de cuisine;Zhou gao wu;comme une image;111 boulevard richard lenoir, 75011 paris;75011;2017-10-27;2017-10-27;2.36990919;48.86481103;"{""coordinates"": [2.3699091863771695, 48.86481102824928], ""type"": ""Point""}";48.86481102824928, 2.3699091863771695
2021-540;2021;Long métrage;NOTRE DAME BRULE;Jean-Jacques ANNAUD;PATHE PRODEXE;10 rue d'arcole, 75004 paris;75004;2021-05-03;2021-05-03;2.34922579;48.85389462;"{""coordinates"": [2.349225790884103, 48.853894622178274], ""type"": ""Point""}";48.853894622178274, 2.349225790884103
2016-1724;2016;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;RUE  PAUL CEZANNE;75008;2016-11-10;2016-11-10;2.309093;48.874155;"{""coordinates"": [2.309093000404242, 48.874154999638435], ""type"": ""Point""}";48.874154999638435, 2.309093000404242
2020-560;2020;Téléfilm;FRIENDZONE;Charles Van Tieghem;TELFRANCE ET CIE;9 rue poulbot, 75018 paris;75018;2020-10-02;2020-10-03;2.33969735;48.88661483;"{""coordinates"": [2.3396973505115173, 48.88661482957791], ""type"": ""Point""}";48.88661482957791, 2.3396973505115173
2020-308;2020;Série TV;ARSENE LUPIN;Ludovic Bernard;GAUMONT PRODUCTION TELEVISION;place vendôme, 75001 paris;75001;2020-07-20;2020-07-21;2.3292215;48.86726685;"{""coordinates"": [2.329221504428915, 48.86726684964195], ""type"": ""Point""}";48.86726684964195, 2.329221504428915
2020-318;2020;Long métrage;Un Monde Réel (ex - Une fille en or);Antoinette Boulat;MACASSAR PRODUCTIONS;4 rue mornay, 75004 paris;75004;2020-07-29;2020-07-29;2.36486144;48.84976814;"{""coordinates"": [2.36486144071947, 48.849768142956904], ""type"": ""Point""}";48.849768142956904, 2.36486144071947
2020-338;2020;Long métrage;On sourit pour la photo;François Uzan;RADAR FILMS;1 rue josé-maria de hérédia, 75007 paris;75007;2020-08-26;2020-08-27;2.30713776;48.84838065;"{""coordinates"": [2.307137755913628, 48.84838065264829], ""type"": ""Point""}";48.84838065264829, 2.307137755913628
2021-567;2021;Série TV;L'art du crime saison5;Léa Fazer;Gaumont TELEVISION;2 rue palatine, 75006 paris;75006;2021-05-20;2021-05-20;2.33558625;48.85082743;"{""coordinates"": [2.335586251651235, 48.85082743274132], ""type"": ""Point""}";48.85082743274132, 2.335586251651235
2021-572;2021;Long métrage;LA PAGE BLANCHE;Murielle MAGELLAN;PARTNERS IN CRIME;place emile goudeau, 75018 paris;75018;2021-05-25;2021-05-29;2.3379714;48.88613023;"{""coordinates"": [2.33797139789376, 48.88613022877954], ""type"": ""Point""}";48.88613022877954, 2.33797139789376
2021-584;2021;Série TV;Emily in Paris;Darren Star;EIP PRODUCTIONS;5 place de la porte de saint-cloud, 75016 paris;75016;2021-05-17;2021-05-17;2.25715658;48.83726907;"{""coordinates"": [2.2571565802458915, 48.837269070991155], ""type"": ""Point""}";48.837269070991155, 2.2571565802458915
2016-1778;2016;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;QUAI  DE LA TOURNELLE;75005;2016-04-25;2016-04-25;2.353049;48.850425;"{""coordinates"": [2.3530489993226684, 48.85042500041829], ""type"": ""Point""}";48.85042500041829, 2.3530489993226684
2020-378;2020;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;galerie de montpensier, 75001 paris;75001;2020-08-21;2020-08-21;2.33666712;48.86413408;"{""coordinates"": [2.3366671197109308, 48.86413408042733], ""type"": ""Point""}";48.86413408042733, 2.3366671197109308
2019-1656;2019;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;place colette, 75001 paris;75001;2019-11-28;2019-11-29;2.33557669;48.86326763;"{""coordinates"": [2.335576692706595, 48.863267626438464], ""type"": ""Point""}";48.863267626438464, 2.335576692706595
2019-1666;2019;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;rue yves toudic, 75010 paris;75010;2019-12-04;2019-12-04;2.36368728;48.87002603;"{""coordinates"": [2.3636872801541964, 48.87002602741674], ""type"": ""Point""}";48.87002602741674, 2.3636872801541964
2020-348;2020;Série TV;ASTRID ET RAPHAËLLE SAISON 2;FREDERIC BERTHE;JLA PRODUCTIONS;11b rue saint-maur, 75011 paris;75011;2020-08-03;2020-08-03;2.38291404;48.85916666;"{""coordinates"": [2.382914042254974, 48.859166659285286], ""type"": ""Point""}";48.859166659285286, 2.382914042254974
2020-363;2020;Série TV;ASTRID ET RAPHAËLLE SAISON 2;FREDERIC BERTHE;JLA PRODUCTIONS;rue des petits champs, 75001 paris;75001;2020-08-11;2020-08-11;2.33737197;48.86664908;"{""coordinates"": [2.3373719704302216, 48.86664907440212], ""type"": ""Point""}";48.86664907440212, 2.3373719704302216
2020-364;2020;Série TV;ASTRID ET RAPHAËLLE SAISON 2;FREDERIC BERTHE;JLA PRODUCTIONS;8 rue chabanais, 75002 paris;75002;2020-08-11;2020-08-11;2.33694913;48.86742722;"{""coordinates"": [2.336949126580163, 48.86742721944409], ""type"": ""Point""}";48.86742721944409, 2.336949126580163
2019-267;2019;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;18 rue de berne, 75008 paris;75008;2019-03-06;2019-03-07;2.32326654;48.88096466;"{""coordinates"": [2.323266539082003, 48.88096466189067], ""type"": ""Point""}";48.88096466189067, 2.323266539082003
2021-594;2021;Série TV;BOOKWORM;Donald Glover;FROGGIE ATLANTA;20 rue antoine bourdelle, 75015 paris;75015;2021-05-22;2021-05-22;2.31796574;48.84300924;"{""coordinates"": [2.3179657383682626, 48.84300924008005], ""type"": ""Point""}";48.84300924008005, 2.3179657383682626
2021-620;2021;Série TV;Emily in Paris;Darren Star;EIP PRODUCTIONS;18 rue des fossés saint-jacques, 75005 paris;75005;2021-05-20;2021-05-20;2.34432732;48.84543537;"{""coordinates"": [2.344327319365055, 48.84543536929595], ""type"": ""Point""}";48.84543536929595, 2.344327319365055
